DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT
02/29/2020,1,11,0
03/01/2020,1,4,0
03/02/2020,0,22,0
03/03/2020,2,20,0
03/04/2020,5,21,0
03/05/2020,3,20,0
03/06/2020,8,19,0
03/07/2020,7,15,0
03/08/2020,21,18,0
03/09/2020,58,49,0
03/10/2020,70,62,0
03/11/2020,154,89,1
03/12/2020,357,87,0
03/13/2020,620,149,0
03/14/2020,644,155,2
03/15/2020,1034,190,5
03/16/2020,2121,308,9
03/17/2020,2455,353,8
03/18/2020,2980,462,20
03/19/2020,3713,551,24
03/20/2020,4012,660,46
03/21/2020,2638,694,44
03/22/2020,2581,725,50
03/23/2020,3567,1034,82
03/24/2020,4504,1143,94
03/25/2020,4844,1294,120
03/26/2020,5025,1427,186
03/27/2020,5102,1374,212
03/28/2020,3464,1346,265
03/29/2020,3530,1386,285
03/30/2020,6120,1682,320
03/31/2020,5445,1669,372
04/01/2020,5443,1564,431
04/02/2020,5755,1607,486
04/03/2020,5667,1596,484
04/04/2020,3863,1333,488
04/05/2020,3784,1319,568
04/06/2020,6374,1710,564
04/07/2020,6055,1588,590
04/08/2020,5569,1526,547
04/09/2020,5050,1416,537
04/10/2020,4503,1329,518
04/11/2020,3714,1088,525
04/12/2020,2878,984,554
04/13/2020,3303,1212,549
04/14/2020,4133,1076,507
04/15/2020,3870,980,438
04/16/2020,3521,869,399
04/17/2020,3577,898,367
04/18/2020,2165,652,360
04/19/2020,2344,590,373
04/20/2020,3781,718,349
04/21/2020,3059,653,305
04/22/2020,3449,587,297
04/23/2020,2841,526,309
04/24/2020,2536,543,299
04/25/2020,1594,395,241
04/26/2020,1003,371,231
04/27/2020,2285,438,257
04/28/2020,2725,435,217
04/29/2020,2341,404,230
04/30/2020,2015,335,210
05/01/2020,1880,342,205
05/02/2020,1055,256,186
05/03/2020,784,248,167
05/04/2020,1547,297,150
05/05/2020,1508,270,142
05/06/2020,1402,246,139
05/07/2020,1230,234,132
05/08/2020,1085,245,122
05/09/2020,661,171,98
05/10/2020,461,142,91
05/11/2020,1231,233,97
05/12/2020,1284,196,88
05/13/2020,1326,210,73
05/14/2020,1110,206,65
05/15/2020,871,219,85
05/16/2020,489,156,76
05/17/2020,360,117,72
05/18/2020,901,164,52
05/19/2020,1006,197,51
05/20/2020,1040,152,75
05/21/2020,1048,166,43
05/22/2020,1020,195,61
05/23/2020,458,123,56
05/24/2020,474,110,45
05/25/2020,452,133,44
05/26/2020,1036,138,35
05/27/2020,732,161,44
05/28/2020,612,133,34
05/29/2020,624,157,43
05/30/2020,324,92,50
05/31/2020,215,86,36
06/01/2020,645,120,31
06/02/2020,528,115,36
06/03/2020,420,102,33
06/04/2020,365,85,26
06/05/2020,285,57,18
06/06/2020,200,38,23
06/07/2020,135,31,22
06/08/2020,220,34,20
06/09/2020,87,6,4
06/10/2020,11,0,0
