DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT
2/29/20,1,14,0
3/1/20,1,4,0
3/2/20,0,22,0
3/3/20,2,20,0
3/4/20,5,22,0
3/5/20,3,21,0
3/6/20,7,22,0
3/7/20,7,15,0
3/8/20,21,17,0
3/9/20,57,51,0
3/10/20,70,64,0
3/11/20,154,86,1
3/12/20,356,93,1
3/13/20,620,148,0
3/14/20,643,160,2
3/15/20,1033,191,6
3/16/20,2123,307,9
3/17/20,2453,354,8
3/18/20,2976,468,20
3/19/20,3706,553,24
3/20/20,4010,664,46
3/21/20,2635,692,44
3/22/20,2576,725,49
3/23/20,3555,1045,82
3/24/20,4492,1159,95
3/25/20,4831,1292,121
3/26/20,5022,1430,189
3/27/20,5088,1385,214
3/28/20,3453,1337,262
3/29/20,3523,1390,289
3/30/20,6100,1688,321
3/31/20,5376,1530,372
4/1/20,5357,1458,421
4/2/20,5751,1603,472
4/3/20,5640,1596,469
4/4/20,3846,1334,482
4/5/20,3760,1325,550
4/6/20,6347,1681,546
4/7/20,6041,1553,578
4/8/20,5549,1508,531
4/9/20,5026,1386,523
4/10/20,4409,1297,506
4/11/20,3704,1062,516
4/12/20,2865,957,542
4/13/20,3284,1199,538
4/14/20,4113,1052,490
4/15/20,3864,977,432
4/16/20,3519,862,390
4/17/20,3562,883,356
4/18/20,2155,637,358
4/19/20,2345,594,364
4/20/20,3768,716,333
4/21/20,3059,662,294
4/22/20,3457,602,290
4/23/20,2832,519,300
4/24/20,2462,567,292
4/25/20,1588,404,232
4/26/20,1008,367,224
4/27/20,2300,451,241
4/28/20,2712,447,205
4/29/20,2335,411,206
4/30/20,2000,327,188
5/1/20,1864,359,174
5/2/20,1047,276,167
5/3/20,776,242,152
5/4/20,1543,285,123
5/5/20,1505,256,110
5/6/20,1389,244,113
5/7/20,1223,220,96
5/8/20,1061,222,85
5/9/20,643,152,73
5/10/20,450,128,48
5/11/20,1179,199,51
5/12/20,1040,90,25
5/13/20,553,29,11
5/14/20,14,0,1
