"MODZCTA","Positive","Total","zcta_cum.perc_pos"
NA,5469,6002,91.12
"10001",338,1489,22.7
"10002",984,3062,32.14
"10003",433,2105,20.57
"10004",30,145,20.69
"10005",59,358,16.48
"10006",23,152,15.13
"10007",49,338,14.5
"10009",657,2710,24.24
"10010",252,1612,15.63
"10011",493,2180,22.61
"10012",155,810,19.14
"10013",250,1180,21.19
"10014",283,1280,22.11
"10016",643,3247,19.8
"10017",133,812,16.38
"10018",200,771,25.94
"10019",561,2344,23.93
"10021",528,2636,20.03
"10022",327,1674,19.53
"10023",534,2746,19.45
"10024",617,2826,21.83
"10025",1189,4793,24.81
"10026",616,2168,28.41
"10027",968,3230,29.97
"10028",451,2315,19.48
"10029",1706,4944,34.51
"10030",474,1537,30.84
"10031",1228,3550,34.59
"10032",1400,4041,34.64
"10033",1255,3731,33.64
"10034",675,2416,27.94
"10035",912,2746,33.21
"10036",391,1598,24.47
"10037",511,1952,26.18
"10038",233,940,24.79
"10039",487,1603,30.38
"10040",1060,3107,34.12
"10044",229,716,31.98
"10065",318,1749,18.18
"10069",53,265,20
"10075",365,1499,24.35
"10128",604,3146,19.2
"10280",43,282,15.25
"10282",68,245,27.76
"10301",1101,3153,34.92
"10302",614,1573,39.03
"10303",817,2240,36.47
"10304",1329,3783,35.13
"10305",1186,3635,32.63
"10306",1403,4724,29.7
"10307",365,1207,30.24
"10308",616,2175,28.32
"10309",815,2733,29.82
"10310",702,2185,32.13
"10312",1448,4803,30.15
"10314",2546,7631,33.36
"10451",1542,4145,37.2
"10452",2229,5938,37.54
"10453",2244,5827,38.51
"10454",1084,3233,33.53
"10455",1203,3234,37.2
"10456",2363,6688,35.33
"10457",1957,5397,36.26
"10458",1932,5334,36.22
"10459",1426,3609,39.51
"10460",1564,4121,37.95
"10461",1823,5305,34.36
"10462",2176,6197,35.11
"10463",1825,5564,32.8
"10464",117,445,26.29
"10465",1447,4604,31.43
"10466",2251,5692,39.55
"10467",3183,8115,39.22
"10468",2570,6459,39.79
"10469",2833,7058,40.14
"10470",434,1435,30.24
"10471",766,3004,25.5
"10472",1845,4476,41.22
"10473",1824,4939,36.93
"10474",313,813,38.5
"10475",1640,4594,35.7
"11004",549,1645,33.37
"11101",596,2226,26.77
"11102",576,1867,30.85
"11103",526,1783,29.5
"11104",464,1484,31.27
"11105",472,1824,25.88
"11106",613,2023,30.3
"11109",46,297,15.49
"11201",644,2981,21.6
"11203",1947,5047,38.58
"11204",1924,6305,30.52
"11205",685,2533,27.04
"11206",1494,4819,31
"11207",1960,5544,35.35
"11208",2227,5777,38.55
"11209",1097,3829,28.65
"11210",1592,4321,36.84
"11211",1986,6922,28.69
"11212",1721,4936,34.87
"11213",1300,3644,35.68
"11214",1459,4193,34.8
"11215",588,2564,22.93
"11216",690,2474,27.89
"11217",589,1890,31.16
"11218",1627,4791,33.96
"11219",2870,10636,26.98
"11220",1440,3976,36.22
"11221",1225,3785,32.36
"11222",424,1760,24.09
"11223",1624,4799,33.84
"11224",1089,3071,35.46
"11225",1107,3117,35.51
"11226",2122,5668,37.44
"11228",617,1920,32.14
"11229",1486,4574,32.49
"11230",2208,6596,33.47
"11231",397,1491,26.63
"11232",496,1275,38.9
"11233",1188,3395,34.99
"11234",2160,5869,36.8
"11235",1942,5444,35.67
"11236",2571,6372,40.35
"11237",902,2443,36.92
"11238",734,2413,30.42
"11239",485,1312,36.97
"11354",1118,2978,37.54
"11355",1207,3103,38.9
"11356",531,1450,36.62
"11357",782,2334,33.5
"11358",537,1724,31.15
"11360",300,1124,26.69
"11361",431,1421,30.33
"11362",296,952,31.09
"11363",97,332,29.22
"11364",451,1545,29.19
"11365",799,2323,34.4
"11366",369,999,36.94
"11367",986,2864,34.43
"11368",4271,9084,47.02
"11369",1509,3332,45.29
"11370",1283,3062,41.9
"11372",2397,5331,44.96
"11373",3086,7285,42.36
"11374",1030,3015,34.16
"11375",1458,4376,33.32
"11377",2090,5756,36.31
"11378",704,2136,32.96
"11379",777,2310,33.64
"11385",2043,5687,35.92
"11411",654,1554,42.08
"11412",1185,2939,40.32
"11413",1249,3101,40.28
"11414",787,2009,39.17
"11415",508,1442,35.23
"11416",676,1654,40.87
"11417",855,2276,37.57
"11418",1036,2685,38.58
"11419",1124,2845,39.51
"11420",1301,3334,39.02
"11421",1143,2890,39.55
"11422",929,2352,39.5
"11423",1028,2533,40.58
"11426",485,1258,38.55
"11427",750,1963,38.21
"11428",643,1480,43.45
"11429",895,2179,41.07
"11432",1698,4155,40.87
"11433",894,2287,39.09
"11434",1942,5077,38.25
"11435",1549,4084,37.93
"11436",498,1322,37.67
"11691",2163,5189,41.68
"11692",558,1462,38.17
"11693",314,856,36.68
"11694",667,2002,33.32
"11697",96,588,16.33
